2692.958861,6511.868700,12.163825
2692.960250,6513.695300,12.169610
2692.961639,6501.688000,12.172344
2692.963028,6507.842800,12.185200
2692.964417,6514.337400,12.188076
2692.965806,6496.580600,12.190627
2692.967194,6512.968300,12.197055
2692.968583,6526.057600,12.210304
2692.969972,6535.071300,12.224138
2692.971361,6516.141100,12.215471
2692.972750,6506.520500,12.225072
2692.974139,6512.532200,12.229198
2692.975528,6512.335400,12.233349
2692.976917,6533.377400,12.252160
2692.978306,6510.709500,12.247718
2692.979695,6513.779300,12.254327
2692.981083,6541.607900,12.276274
2692.982472,6501.077100,12.250905
2692.983861,6537.598600,12.278752
2692.985250,6523.513200,12.285298
2692.986639,6526.208500,12.290020
2692.988028,6519.391100,12.293333
2692.989417,6498.501500,12.290751
2692.990806,6510.387200,12.295641
2692.992195,6514.222200,12.313299
2692.993584,6501.916500,12.307837
2692.994973,6513.326700,12.323883
2692.996361,6510.210000,12.334166
2692.997750,6517.431600,12.333440
2692.999139,6519.263700,12.334865
2693.000528,6516.300300,12.334939
2693.001917,6517.171900,12.353645
2693.003306,6515.678700,12.354091
2693.004695,6535.498000,12.368484
2693.006084,6488.049300,12.351775
2693.007473,6497.713400,12.365944
2693.008862,6505.074200,12.371397
2693.010250,6530.988800,12.393048
2693.011639,6501.649400,12.378811
2693.013028,6507.352100,12.399995
2693.014417,6533.170900,12.405602
2693.015806,6505.528800,12.399148
2693.017195,6526.905800,12.409151
2693.018584,6516.385700,12.415113
2693.019973,6525.511700,12.425740
2693.021362,6519.224100,12.424077
2693.022751,6531.016100,12.433989
2693.024140,6498.695300,12.429884
2693.025528,6526.537600,12.445668
2693.026917,6517.726100,12.449824
2693.028306,6477.575200,12.433601
2693.029695,6511.683100,12.453917
2693.031084,6526.283700,12.470215
2693.032473,6545.868700,12.483168
2693.033862,6520.843800,12.470787
2693.035251,6516.730500,12.479770
2693.036640,6496.010300,12.480306
2693.038029,6527.230000,12.496819
2693.039418,6500.500500,12.484805
2693.040806,6533.014200,12.512969
2693.042195,6523.232900,12.518356
2693.043584,6526.854500,12.515364
2693.044973,6523.731400,12.527805
2693.046362,6508.374000,12.518129
2693.047751,6517.261700,12.537906
2693.049140,6511.786600,12.528894
2693.050529,6526.418500,12.538658
2693.051918,6529.660600,12.546484
2693.053307,6518.779800,12.554195
2693.054695,6504.702600,12.553698
2693.056084,6527.825200,12.569639
2693.057473,6537.777300,12.571305
2693.058862,6513.545400,12.569224
2693.060251,6524.702100,12.577247
2693.061640,6520.589400,12.580033
2693.063029,6528.034700,12.594863
2693.064418,6534.204600,12.602231
2693.065807,6523.884800,12.603767
2693.067196,6504.119100,12.596789
2693.068585,6523.984900,12.611055
2693.069973,6530.911100,12.627449
2693.071362,6533.961400,12.624363
2693.072751,6530.049300,12.632962
2693.074140,6504.814900,12.621522
2693.075529,6510.342800,12.634295
2693.076918,6538.772500,12.655751
2693.078307,6529.022500,12.648316
2693.079696,6505.264600,12.644506
2693.081085,6514.210000,12.662659
2693.082474,6513.114300,12.660703
2693.083863,6538.782200,12.678444
2693.085251,6503.570300,12.674655
2693.086640,6536.269500,12.690860
2693.088029,6524.387700,12.690641
2693.089418,6495.285600,12.677839
2693.090807,6533.937000,12.705196
2693.092196,6527.539100,12.707880
2693.093585,6516.047400,12.709294
2693.094974,6508.686000,12.706760
2693.096363,6517.965300,12.716974
2693.097752,6524.493200,12.724760
2693.099140,6522.438500,12.727542
2693.100529,6508.057100,12.725516
2693.101918,6542.253400,12.748712
2693.103307,6506.249500,12.749997
2693.104696,6506.001500,12.751938
2693.106085,6487.514600,12.737441
2693.107474,6535.462900,12.770288
2693.108863,6535.832500,12.771904
2693.110252,6518.806600,12.766861
2693.111641,6511.963400,12.772652
2693.113030,6515.344200,12.775061
2693.114418,6524.448700,12.784611
2693.115807,6495.255900,12.775090
2693.117196,6502.031300,12.788651
2693.118585,6505.161600,12.802587
2693.119974,6520.395500,12.801497
2693.121363,6502.096700,12.802072
2693.122752,6511.020500,12.808009
2693.124141,6515.610400,12.814530
2693.125530,6496.181200,12.810534
2693.126919,6540.543500,12.844715
2693.128308,6510.840800,12.825953
2693.129696,6534.471700,12.848500
2693.131085,6529.990200,12.846097
2693.132474,6511.394500,12.843929
2693.133863,6487.300300,12.843722
2693.135252,6510.554700,12.842683
2693.136641,6516.376000,12.853519
2693.138030,6501.824200,12.866849
2693.139419,6509.730000,12.860696
2693.140808,6540.070800,12.882736
2693.142197,6515.813000,12.875633
2693.143585,6527.228000,12.883454
2693.144974,6510.840800,12.883463
2693.146363,6529.272500,12.887826
2693.147752,6503.128400,12.886551
2693.149141,6535.745600,12.903025
2693.150530,6529.933600,12.906196
2693.151919,6536.128900,12.912216
2693.153308,6525.257800,12.909336
2693.154697,6500.730000,12.900996
2693.156086,6521.348100,12.915298
2693.157475,6517.530300,12.921436
2693.158863,6527.362800,12.933965
2693.160252,6509.385700,12.922962
2693.161641,6522.248500,12.934817
2693.163030,6532.003400,12.941957
2693.164419,6505.005900,12.936460
2693.165808,6505.209000,12.943188
2693.167197,6526.377900,12.950030
2693.168586,6508.467300,12.941725
2693.169975,6535.522000,12.960298
2693.171364,6502.149900,12.949274
2693.172753,6487.270500,12.953312
2693.174141,6514.216300,12.957478
2693.175530,6516.278800,12.963307
2693.176919,6517.613800,12.962164
2693.178308,6517.062000,12.972511
2693.179697,6508.461400,12.970549
2693.181086,6506.498500,12.974347
2693.182475,6523.621600,12.980915
2693.183864,6524.183100,12.987396
2693.185253,6514.366200,12.980000
2693.186642,6516.200200,12.984255
2693.188030,6527.596200,12.995178
2693.189419,6538.662600,13.002383
2693.190808,6515.270000,12.996966
2693.192197,6534.476100,13.007459
2693.193586,6500.159700,12.991702
2693.194975,6526.668500,13.004907
2693.196364,6499.799300,12.999302
2693.197753,6535.261200,13.013635
2693.199142,6524.725100,13.011054
2693.200531,6545.263200,13.016315
2693.201920,6508.973100,13.009474
2693.203308,6501.628400,13.008191
2693.204697,6517.377000,13.012296
2693.206086,6525.079600,13.022142
2693.207475,6490.196300,13.018803
2693.208864,6508.779800,13.020342
2693.210253,6508.601600,13.017247
2693.211642,6491.028800,13.010608
2693.213031,6498.894000,13.011921
2693.214420,6513.506300,13.039531
2693.215809,6483.877000,13.011485
2693.217198,6492.251500,13.015473
2693.218586,6514.148400,13.029458
2693.219975,6495.542000,13.021161
2693.221364,6499.898900,13.038051
2693.222753,6484.098100,13.016590
2693.224142,6457.121600,13.012381
2693.225531,6495.316900,13.023746
2693.226920,6485.395000,13.030376
2693.228309,6507.275900,13.035428
2693.229698,6478.964800,13.023939
2693.231087,6468.286600,13.025098
2693.232475,6485.015600,13.026184
2693.233864,6484.500000,13.031684
2693.235253,6473.595200,13.027904
2693.236642,6505.595200,13.051663
2693.238031,6501.971700,13.044161
2693.239420,6483.893600,13.035340
2693.240809,6502.130900,13.048709
2693.242198,6501.517600,13.048890
2693.243587,6505.775400,13.050087
2693.244976,6483.167000,13.043766
2693.246365,6520.096700,13.061160
2693.247753,6520.505400,13.060516
2693.249142,6525.121100,13.064268
2693.250531,6532.469200,13.061523
2693.251920,6507.538100,13.059232
2693.253309,6497.829100,13.061296
2693.254698,6492.132300,13.048020
2693.256087,6535.119600,13.066936
2693.257476,6507.459500,13.067023
2693.258865,6499.052200,13.060635
2693.260254,6504.613800,13.065076
2693.261643,6514.961400,13.068852
2693.263031,6537.858400,13.076740
2693.264420,6521.254400,13.070689
2693.265809,6514.098100,13.072965
2693.267198,6520.789100,13.087433
2693.268587,6524.022900,13.069131
2693.269976,6519.474600,13.073909
2693.271365,6526.169400,13.075568
2693.272754,6505.472200,13.069856
2693.274143,6516.307600,13.082201
2693.275532,6514.557600,13.081207
2693.276920,6517.749000,13.075424
2693.278309,6523.714800,13.088252
2693.279698,6513.575700,13.076561
2693.281087,6508.478500,13.077887
2693.282476,6541.174800,13.085741
2693.283865,6529.974100,13.086955
2693.285254,6497.235800,13.074490
2693.286643,6520.453100,13.080768
2693.288032,6530.174300,13.102081
2693.289421,6528.534700,13.091287
2693.290810,6515.900400,13.085351
2693.292198,6519.789600,13.097589
2693.293587,6508.731900,13.088137
2693.294976,6503.866200,13.087895
2693.296365,6512.014600,13.089521
2693.297754,6505.913100,13.093848
2693.299143,6506.039600,13.090977
2693.300532,6522.730000,13.099333
2693.301921,6545.485400,13.121124
2693.303310,6503.942400,13.090982
2693.304699,6513.077100,13.102977
2693.306087,6518.430200,13.102123
2693.307476,6538.135300,13.115345
2693.308865,6504.945300,13.098422
2693.310254,6519.112800,13.111025
2693.311643,6526.483400,13.115258
2693.313032,6520.425800,13.112486
2693.314421,6492.221200,13.102081
2693.315810,6522.961900,13.123148
2693.317199,6542.737800,13.125430
2693.318588,6518.248000,13.124136
2693.319977,6507.169900,13.114791
2693.321365,6526.441400,13.131780
2693.322754,6523.981400,13.125810
2693.324143,6490.992200,13.117638
2693.325532,6479.434100,13.114450
2693.326921,6510.677200,13.131806
2693.328310,6514.775400,13.137348
2693.329699,6523.270000,13.147232
2693.331088,6513.647000,13.136518
2693.332477,6530.982400,13.147181
2693.333866,6522.165000,13.146888
2693.335255,6518.321800,13.153939
2693.336643,6525.784700,13.159397
2693.338032,6505.054700,13.150654
2693.339421,6528.071800,13.155335
2693.340810,6516.315900,13.157290
2693.342199,6522.068800,13.169176
2693.343588,6511.961400,13.165443
2693.344977,6521.824200,13.170546
2693.346366,6513.605500,13.171634
2693.347755,6519.839800,13.177012
2693.349144,6533.212400,13.191846
2693.350532,6549.010300,13.198809
2693.351921,6515.539100,13.184819
2693.353310,6520.232900,13.193153
2693.354699,6509.758300,13.191379
2693.356088,6537.418900,13.208160
2693.357477,6505.891100,13.193512
2693.358866,6520.957000,13.205408
2693.360255,6506.885700,13.210966
2693.361644,6523.691900,13.215090
2693.363033,6517.280800,13.213329
2693.364422,6515.018600,13.223759
2693.365810,6538.796900,13.232347
2693.367199,6528.234400,13.232607
2693.368588,6521.366200,13.239666
2693.369977,6511.525400,13.241057
2693.371366,6521.231900,13.243271
2693.372755,6528.457500,13.257051
